REGISTRY_CODE,IDENTIFIER_IN_REG,INSTALLATION_NAME,INSTALLATION_IDENTIFIER,PERMIT_IDENTIFIER,MAIN_ACTIVITY_TYPE_CODE,Comment,PRTR_ID,tot,bio,est_bio,Verified,ALLOCATED_2015,ALLOCATED_RESERVE_2015,ALLOCATED_TRANSITIONAL_2015,,ACCOUNT_CLOSURE
IT,Operator Account,Stabilimento Voghera,183,IT-A-226,1,,,,,,-1,0,0,0,,OPEN
PT,202-SECIL - Companhia Geral de Cal e Cimento S.A,Fábrica SECIL - Outão,184,102,29,,,,,,-1,1186040,0,0,,OPEN
IT,Operator Account,FRAZZI - Centrale di integrazione e riserva,184,IT-A-227,1,,,,,,-1,-1,-1,-1,,OPEN
GB,Muntons Bridlington,Muntons plc,184,UK-E-IN-11511,1,,,,,,-1,0,0,0,,OPEN
RO,Operator Account,SC Semifabricate SA,184,RO-07-31-2007,4,,,,,,-1,-1,-1,-1,,OPEN
ES,Cerámica de Teruel S.A.,Cerámica de Teruel S.A.,186,ES024408000200,32,,,,,,-1,0,0,0,,OPEN
NL,Nuon Warmtekrachtcentrale Purmerend,Nuon Warmtekrachtcentrale Purmerend,186,NL-200400093,20,,,,,,-1,0,0,0,,OPEN
GB,Lyneham,RAF Lyneham,186,GB-EA-ETCO2-0256,1,,,,,,-1,-1,-1,-1,,OPEN
ES,Cerámica Dobón S.A. CEDOSA,Cerámica Dobón S.A. CEDOSA,187,ES022208000201,32,,,,,,-1,-1,-1,-1,,22-OCT-13
HU,Operator Account:HU189,Szentesi Téglagyár Ipari és Kereskedelmi Kft.,187,HU-UHG5302-8A-04,8,,,,,,-1,-1,-1,-1,,OPEN
ES,Cerámicas Casao S.A.,Cerámicas Casao S.A.,190,ES025008000204,32,,,,,,-1,-1,-1,-1,,OPEN
PL,Ciep?ownia K-1,CIEP?OWNIE K-1,190,PL-0278-05,20,,,,,,-1,33203,0,0,,OPEN
PT,208-Martelha Lda.,Martelha Lda.,190,210,8,,,,,,-1,-1,-1,-1,,OPEN
DE,209 - Anlagenkonto,Anlage zur Herstellung geschäumter Gläser,191,14250-0005,31,,,,,,-1,0,0,0,,OPEN
FR,ESEO BARRE THOMAS,ESEO BARRE THOMAS - CF GOMMA,191,5503986,1,,,,,,-1,0,0,0,,OPEN
BE,191 Volvo Group Belgium,Volvo Group Belgium,191,VL518,20,,,,,,-1,0,0,0,,OPEN
GB,Nottingham (QMC),Queens Medical Centre (NUH) CHP plant,192,UK-E-IN-13261,20,,,,,,-1,-1,-1,-1,,OPEN
PT,211-Cerâmica de Pegões - J. G. Silva S.A.,Cerâmica de Pegões,193,156,32,,,,,,-1,8384,0,0,,OPEN
ES,Dobón y Cía S.A.,Dobón y Cía S.A.,193,ES022208000207,32,,,,,,-1,-1,-1,-1,,OPEN
PL,CIEP?OWNIA ZABOBRZE,CIEP?OWNIA ZABOBRZE,194,PL-0286-05,20,,,,,,-1,0,0,0,,OPEN
CZ,Nemocnice Krom??íž - Výtopna,Nemocnice Krom??íž - Výtopna,194,CZ-0333-05,20,,,,,,-1,0,0,0,,OPEN
AT,MDF (Binder) Hallein,MDF (Binder) Hallein,194,IHO191,20,,,,,,-1,0,0,0,,OPEN
PL,ELEKTOCIEP?OWNIA MIASTO,ELEKTROCIEP?OWNIA MIASTO,195,PL-0287-05,20,,,,,,-1,20239,6599,0,,OPEN
RO,Operator Account,SC SOMES SA Dej,195,RO-86-2013,20,,,,,,-1,2201,0,0,,OPEN
GB,Leeds (St James),St James Hospital CHP Plant,195,UK-E-IN-11524,1,,,,,,-1,-1,-1,-1,,OPEN
PL,Ciep?ownia - Radzy? Podlaski,Ciep?ownia - Radzy? Podlaski,196,PL-0288-05,1,,,,,,-1,7228,0,0,,OPEN
IT,Operator Account,Raffineria di Petrolio,196,IT-A-240,21,,,,,,-1,0,0,0,,OPEN
RO,Operator Account,SC STIMET SA,196,RO-07-22-2006,7,,,,,,-1,-1,-1,-1,,OPEN
GB,Citigen,Citigen CHP plant,197,UK-E-IN-11527,1,chp,,,,,-1,0,0,0,,OPEN
HU,Operator Account:HU199,Jamina Gyáregység,197,HU-UHG5523-8A-04,32,,,,,,-1,11847,0,0,,OPEN
IT,Operator Account,Burgo Group S.p.A. Stabilimento di Mantova,198,IT-A-242,36,,,,,,-1,0,0,0,,OPEN
GB,Operator Account,Energy Centre,199,UK-E-IN-11529,1,,,,,,-1,-1,-1,-1,,OPEN
RO,SC TERACOTA BISTRITA SRL,SC TERACOTA BISTRITA SRL,199,RO-05-6-2008,8,,,,,,-1,-1,-1,-1,,OPEN
PT,218-Enerbeira Lda,Enerbeira - Recursos Energéticos Lda.,200,36,20,,,,,,-1,-1,-1,-1,,OPEN
SK,Kotolna na Antolskej 11,Plynová kotol?a,200,105-014-2012,20,,,,,,-1,0,0,0,,OPEN
FR,CHU Clermont-Ferrand - Hôpital G. Montpied,CHU de Clermont-Ferrand - Hôpital G .MONTPIED,201,16300261,20,,,,,,-1,5612,0,0,,OPEN
PL,Ciep?ownia Centralna,Ciep?ownia Centralna,201,PL-0296-05,20,,,,,,-1,0,0,0,,OPEN
PT,220-CIMPOR – Indústria de Cimentos S.A.,Centro de Produção de Loulé,202,172,29,,,,,,-1,404747,0,0,,15-OCT-13
HU,Operator Account:HU205,Alsóvárosi Futomuve,203,HU-UHG0131-1-04,20,,,,,,-1,0,0,0,,OPEN
PT,221-CIMPOR – Indústria de Cimentos S.A.,Centro de Produção de Souselas,203,174,29,,,,,,-1,1419005,0,0,,OPEN
FR,CPTE BILTUBE,LE CROUZET,203,5600240,9,,,,,,-1,6156,0,0,,OPEN
PL,CIEP?OWNIA CENTRUM,CIEP?OWNIA CENTRUM - SUWA?KI,204,PL-0304-05,1,,,,,,-1,0,0,0,,OPEN
PT,222-CIMPOR – Indústria de Cimentos S.A.,Fábrica de Cal Hidraulica do Cabo Mondego,204,175,29,,,,,,-1,19818,0,0,,OPEN
PT,224-Repsol Produção de Electricidade e Calor ACE,Central Termoeléctrica,206,176,20,,,,,,-1,0,0,0,,OPEN
FR,IDEX TRELLEBORG,IDEX ENERGIES - TRELLEBORG,206,5600326,20,,,,,,-1,0,0,0,,OPEN
RO,Operator Account,SC Termoelectrica SA - SE Borzesti,206,RO-109-2013,20,,,,,,-1,-1,-1,-1,,OPEN
FI,Mussalo 2 laitos,Mussalon voimalaitos,207,FI-48531011,20,,,,,,-1,0,0,0,,OPEN
HU,Operator Account:HU209,Videoton Holding Rt,207,HU-UHG5467-1-04,1,,,,,,-1,-1,-1,-1,,OPEN
RO,Operator Account,SC Termoelectrica SA - SE Doicesti,208,RO-03-19-2006,1,,,,,,-1,-1,-1,-1,,OPEN
PL,Ciep?ownia Zamo??,Ciep?ownia Zamo??,210,PL-0317-05,20,,,,,,-1,27116,0,0,,OPEN
RO,Operator Account,SC TERMO CALOR CONFORT SA-Pitesti Sud,210,RO-03-21-2009,1,,,,,,-1,-1,-1,-1,,OPEN
PL,CIEP?OWNIA,CIEP?OWNIA GLIWICE,211,PL-0322-05,1,,,,,,-1,23673,0,0,,OPEN
GB,Dalston,Nestlé Dalston Boiler House,211,UK-E-IN-12025,1,,,,,,-1,-1,-1,-1,,OPEN
PT,230-Iberoceram,Cerâmica da Cruz do Campo,212,212,32,,,,,,-1,-1,-1,-1,,OPEN
CZ,Dalkia - Provozovna Setuza,Dalkia - Provozovna Setuza,213,CZ-0324-05,20,,,,,,-1,-1,-1,-1,,OPEN
GB,Port Sunlight SU,Port Sunlight Factory,213,UK-E-IN-11546,1,,,,,,-1,-1,-1,-1,,OPEN
PT,232-Cerâmica Central do Algoz Lda,Cerâmica Central do Algoz Lda,214,229,32,,,,,,-1,-1,-1,-1,,OPEN
PL,Cofely Z?otów Sp. z o.o.,Cofely Z?otów Spó?ka z o.o.,214,PL-0327-05,20,,,,,,-1,13834,0,0,,OPEN
GB,Operator Account,Lincoln County Hospital,214,UK-E-IN-11547,1,,,,,,-1,-1,-1,-1,,OPEN
ES,Cerámica del Nalón,Cerámica del Nalón,215,ES033308000229,32,,,,,,-1,-1,-1,-1,,OPEN
PL,Ciep?ownia Rejonowa D?bska,Ciep?ownia Rejonowa D?bska,215,PL-0328-05,20,,,,,,-1,37879,0,0,,OPEN
GB,UK Power Reserve Cowley Hill Power Station,Cowley Hill Power Station,215,UK-E-IN-13215,20,,,,,,-1,-1,-1,-1,,OPEN
ES,Cerámica del Principado S.L,Cerámica del Principado S.L,216,ES033308000230,32,,,,,,-1,-1,-1,-1,,OPEN
GB,UK Power Reserve Greengate Power Station,UKPR Generation Greengate,216,UK-E-IN-13216,20,,,,,,-1,-1,-1,-1,,OPEN
ES,Cerámica La Espina S.L,Ceraespina S.L.,217,ES033308000231,32,,,,,,-1,-1,-1,-1,,OPEN
SE,Jordberga sockerbruk,Jordberga sockerbruk,217,12-563-42110-2004,1,,,,,,-1,-1,-1,-1,,OPEN
ES,Cerámica Menéndez S.A.,Cerámica Menéndez S.A.,218,ES033308000232,32,,,,,,-1,-1,-1,-1,,OPEN
PL,Ciep?ownie Legnica,Ciep?ownie Legnica,219,PL-0333-05,20,,,,,,-1,55206,0,0,,OPEN
NL,Kleiwarenfabriek Nuth,Kleiwarenfabriek Nuth,219,NL-200700135,8,,,,,,-1,0,0,0,,OPEN
GB,UK Power Reserve Watson Street Power Station,UK Power Reserve Watson St Power Station,220,UK-E-IN-13217,20,,,,,,-1,-1,-1,-1,,OPEN
RO,Operator Account,SC UCM Turnate SRL,221,RO-127-2013,24,,,,,,-1,121,0,0,,OPEN
IT,Operator Account,Cementeria di Fumane,222,IT-A-270,29,,,,,,-1,0,0,0,,OPEN
GB,Chard,Dairy Crest Ltd - Chard,223,UK-E-IN-11554,20,,,,,,-1,-1,-1,-1,,OPEN
PT,241-Luso Telha Cerâmica de Telhas e Tijolos de Águeda Lda.,Luso Telha Lda,223,195,32,,,,,,-1,3074,0,0,,OPEN
FI,Päästöoikeustili Männikkö:FI316,Lämpökeskus Männikkö,224,FI-50031104,99,,,,,,-1,-1,-1,-1,,OPEN
CZ,Výtopna ESAB Vamberk,Výtopna ESAB Vamberk,226,CZ-0291-05,1,,,,,,-1,0,0,0,,OPEN
PL,CIEP?OWNIA W ?WIECIU,CIEP?OWNIA W ?WIECIU,229,PL-0352-05,20,,,,,,-1,12070,0,0,,OPEN
DK,Høje Taastrup Fjernvarme - Gasværksvej centralen,HTF Gasværksvej,229,TCO2-1824,20,,,,,,-1,0,0,0,,OPEN
RO,Operator Account,SC Uzina Termica Calafat SA,229,RO-DJ-02-2007,1,,,,,,-1,-1,-1,-1,,OPEN
RO,Operator Account,SC UZINA TERMICA COMANESTI SA,230,RO-01-03-2007,1,,,,,,-1,-1,-1,-1,,OPEN
IT,CENTRALE COGENERAZIONE GOLOSINE,Centrale di Cogenerazione di Golosine,231,IT-A-280,1,,,,,,-1,-1,-1,-1,,OPEN
PT,249-CMP - Cimentos Maceira e Pataias S.A,Fábrica Cibra-Pataias,231,104,29,,,,,,-1,354700,0,0,,OPEN
PT,250-Malhas Eical - Empresa Industrial do Cávado Lda.,Malhas Eical,232,233,20,,,,,,-1,4536,0,0,,OPEN
ES,Vidrieras Canarias S.A.,Vidrieras Canarias S.A.,232,ES043507000303,31,,,,,,-1,-1,-1,-1,,OPEN
DE,252 - Anlagenkonto,Anlage zur Herstellung von Pressglas Bad Driburg,234,14250-0050,31,,,,,,-1,0,0,0,,OPEN
PT,252-ECC - Empresa Cerâmica de Candosa Lda,ECC - Empresa Cerâmica de Candosa Lda,234,179,32,,,,,,-1,2240,0,0,,OPEN
PL,CIEP?OWNIA,CIEP?OWNIA,235,PL-0365-05,20,,,,,,-1,18083,0,0,,OPEN
HU,Üvegházhatású gázok:HU257,Dunakeszi Aszfaltkevero üzem,235,HU-UHG2350-1-05,1,,,,,,-1,738,0,0,,26-jan-15
GB,Burghfield Combustion,Burghfield Combustion,236,UK-E-IN-11575,20,,,,,,-1,0,0,0,,OPEN
PL,?nin Ciep?ownia C26,?nin Ciep?ownia C26,237,PL-0367-05,20,,,,,,-1,10259,0,0,,OPEN
GB,BAE SYSTEMS - Warton,BAE SYSTEMS - Warton,237,GB-EA-ETCO2-1517,1,,,,,,-1,-1,-1,-1,,OPEN
PL,CIEP?OWNIA,CIEP?OWNIA,238,PL-0370-05,20,,,,,,-1,20414,0,0,,OPEN
ES,Solvay II,Solvay II,238,ES053901000310,20,,,,,,-1,-1,-1,-1,,OPEN
ES,Celltech S.L.U.,Celltech,239,ES053909000311,35,,,,,,-1,0,0,0,,OPEN
GB,Operator Account,Phoenix Brick Company Ltd,239,UK-E-IN-11577,7,,,,,,-1,0,0,0,,OPEN
RO,Operator Account,SC VULTURUL SA,239,RO-03-29-2007,8,,,,,,-1,-1,-1,-1,,OPEN
HU,ALMEX 96 KFT:HU265,ALMEX96KFT,240,HU-UHG4674-1-06,1,,,,,,-1,-1,-1,-1,,OPEN
PL,KOT?OWNIA KONSTANTYNOWSKA,CIEP?OWNIA KONSTANTYNOWSKA - PABIANICE,240,PL-0372-05,1,,,,,,-1,35754,0,0,,OPEN
ES,Sniace S.A. - Instalación Sniace-Cogecan,Cogecan-Sniace,240,ES053909000312,20,,,,,,-1,0,0,0,,OPEN
GB,Operator Account,Murco Petroleum Milford Haven Refinery,240,UK-W-IN-11950,21,,,,,,-1,0,0,0,,OPEN
PL,KOT?OWNIA PIASKI,CIEP?OWNIA PIASKI - PABIANICE,241,PL-0373-05,1,,,,,,-1,7336,0,0,,OPEN
HU,DDC CO2:HU267,DCCE gázmotoros kiseromu,241,HU-UHG0305-1-06,1,,,,,,-1,0,0,0,,OPEN
ES,Sniace S.A. - Instalación Sniace-Cogeneración,Sniace S.A. - Instalación Sniace-Cogeneración,241,ES053909000313,20,,,,,,-1,-1,-1,-1,,OPEN
GB,Burton SU,Unilever Bestfoods UK Ltd,241,UK-E-IN-11937,1,,,,,,-1,-1,-1,-1,,OPEN
HU,NYKCE:HU272,NYKCE Nyíregyházi Kombinált Ciklusú Eromu Kft.,242,HU-UHG6547-1-05,1,,,,,,-1,0,0,0,,OPEN
PL,CIEP?OWNIA KAZIMIERZ,CIEP?OWNIA KAZIMIERZ - SOSNOWIEC,243,PL-0376-05,20,,,,,,-1,10464,0,0,,OPEN
PL,CIEP?OWNIA NIWKA MODRZEJÓW,CIEP?OWNIA NIWKA MODRZEJÓW,244,PL-0377-05,20,,,,,,-1,9777,0,0,,OPEN
DK,Colas Glostrup,Colas Glostrup,244,TCO2-1713,20,,,,,,-1,0,0,0,,OPEN
FR,CPTE CRISTAL UNION ET.D'ARCIS-SUR-AUBE,CRISTAL UNION ET.D'ARCIS-SUR-AUBE,244,5702129,20,,,,,,-1,102022,0,0,,OPEN
ES,Terreal España de Cerámicas S.A.U. - Cerámica de Cabezón,Terreal España de Cerámicas S.A.U - Ins. Cabezón,244,ES053908000316,32,,,,,,-1,0,0,0,,OPEN
PL,CIEP?OWNIA MYS?OWICE,CIEP?OWNIA MYS?OWICE,245,PL-0378-05,20,,,,,,-1,28371,0,0,,OPEN
PT,264-Ilhavense Soc.Ind. de Papel Lda,Ilhavense - Soc.Ind. de Papel Lda,245,247,9,,,,,,-1,-1,-1,-1,,OPEN
PL,CIEP?OWNIA WUJEK,CIEP?OWNIA WUJEK - KATOWICE,246,PL-0379-05,20,,,,,,-1,21628,0,0,,OPEN
ES,Klinker Covadonga S.L.,Klinker Covadonga S.L.,246,ES053908000318,32,,,,,,-1,-1,-1,-1,,OPEN
PL,CIEP?OWNIA KLEOFAS,CIEP?WNIA KLEOFAS - KATOWICE,247,PL-0380-05,20,,,,,,-1,4990,0,0,,OPEN
PL,CIEP?OWNIA WESO?A,CIEP?ONIA WESO?A,248,PL-0381-05,20,,,,,,-1,13423,0,0,,OPEN
PT,267-TOMSIL- Sociedade Industrial de Concentrado de Tomate. S.A.,Tomsil Soc. Industrial Conc. Tomate S.A.,248,255,20,,,,,,-1,0,0,0,,OPEN
PL,CIEP?OWNIA ?L?SK,CIEP?OWNIA ?L??K,249,PL-0382-05,20,,,,,,-1,14101,0,0,,OPEN
PL,Ciep?ownia Miejska w Zambrowie,Ciep?ownia Miejska w Zambrowie,250,PL-0383-05,1,,,,,,-1,12636,0,0,,OPEN
PL,CIEP?OWNIA BIELSZOWICE,CIEP?OWNIA BIELSZOWICE,251,PL-0384-05,20,,,,,,-1,12079,0,0,,OPEN
PL,CIEP?OWNIA HALEMBA,CIEP?OWNIA HALEMBA,252,PL-0385-05,20,,,,,,-1,10358,13869,0,,OPEN
PT,272-Fromageries Bel Portugal S.A.,Fromageries Bel Portugal S.A.,252,262,20,,,,,,-1,0,0,0,,OPEN
IT,Operator Account,VILLAGA,252,IT-A-308,30,,,,,,-1,0,0,0,,OPEN
GB,Operator Account,Basildon Hospital,253,UK-E-IN-11590,1,,,,,,-1,-1,-1,-1,,OPEN
PL,CIEP?OWNIA NOWY WIREK,CIEP?OWNIA NOWY WIREK,253,PL-0386-05,20,,,,,,-1,4473,0,0,,OPEN
PT,273-Enerlousado Recursos Energéticos Lda,Enerlousado Recursos Energéticos,253,feb-42,20,,,,,,-1,19415,0,0,,OPEN
CZ,HELUZ cihl. pr?m. - Cihelna Kryry,HELUZ cihl. pr?m. - Cihelna Kryry,253,CZ-0352-05,32,,,,,,-1,0,0,0,,OPEN
PL,Ciep?ownia Zgorzelec,Ciep?ownia Zgorzelec,254,PL-0387-05,20,,,,,,-1,15004,0,0,,OPEN
PT,276-I.F.M. - Indústria de Fibras de Madeira S.A,I.F.M. - Indústria de Fibras de Madeira S.A,255,260,20,,,,,,-1,-1,-1,-1,,OPEN
SE,Jägersro fjärrvärmecentral (JFC),Jägersro fjärrvärmecentral (JFC),257,12-563-40422-2004,20,,,,,,-1,-1,-1,-1,,OPEN
PL,Kot?ownia,Kot?ownia,257,PL-0406-05,1,,,,,,-1,6788,0,0,,OPEN
PT,5793-Carbogal Engineered Carbons S.A.,Carbogal Engineered Carbons S.A.,259,259,20,,,,,,-1,65594,0,0,,OPEN
PL,KOT?OWNIA,PRODUKCJA MATERIA?ÓW CERAMICZNYCH CIASNA PANOSZÓW,259,PL-0409-05,32,,,,,,-1,0,0,0,,OPEN
GB,Operator Account,Shasun Pharma Solutions Ltd,259,UK-E-IN-11893,1,,,,,,-1,-1,-1,-1,,OPEN
GB,BHP ( Opt Out) Account,Bloomsbury Heat & Power,260,UK-E-IN-11596,1,,,,,,-1,-1,-1,-1,,OPEN
PL,ELEKTROCIEP?OWNIA,INSTALACJA PRODUKCJI PAPIERU KOSTRZYN N. ODR?,260,PL-0413-05,1,,,,,,-1,102452,0,0,,OPEN
RO,FOREVER PIPE,FOREVER PIPE,262,RO-05-01-2009,8,,,,,,-1,-1,-1,-1,,OPEN
PL,Instalacja do produkcji papieru,Instalacja do produkcji papieru,263,PL-0420-05,36,,,,,,-1,3190,0,0,,30-jun-15
GB,Packington Generation Plant,Packington Generation Plant,263,GB-EA-ETCO2-1568,1,,,,,,-1,-1,-1,-1,,OPEN
RO,PRODMAROM,S.C.PRODMAROM S.R.L.,263,RO-06-18-2008,8,,,,,,-1,-1,-1,-1,,OPEN
DE,282 - Anlagenkonto,Anlage zur Herstellung von Glas Goslar,264,14250-0080,31,,,,,,-1,-1,-1,-1,,OPEN
FR,PETROPLUS RAFFINAGE PETIT COURONNE,PETROPLUS RAFFINAGE PETIT-COURONNE SAS,264,5800360,21,,,,,,-1,420782,0,0,,OPEN
GB,Rainham Generation Plant,Rainham Generation Plant,264,GB-EA-ETCO2-1381,1,,,,,,-1,-1,-1,-1,,OPEN
GB,Mucking Generation Plant,Mucking Generation Plant,265,GB-EA-ETCO2-1380,1,,,,,,-1,-1,-1,-1,,30-jun-15
HU,DBM Zrt. Emisszió kereskedelem:HU333,DBM Dél-nyírségi Bioeromu,266,HU-UHG4587-01-09,20,,,,,,-1,0,0,0,,OPEN
PL,Kot?ownia Krapkowice,Kot?ownia Krapkowice,266,PL-0424-05,20,,,,,,-1,17765,0,0,,OPEN
RO,PETROM TRADING,PETROM TRADING,267,RO-P-P-2009,1,,,,,,-1,-1,-1,-1,,OPEN
IT,Operator Account,STABILIMENTO DI NOALE,267,IT-A-334,8,,,,,,-1,-1,-1,-1,,OPEN
DE,285 - Anlagenkonto,TGI Ilmenau Glasschmelzanlage,267,14250-0084,31,,,,,,-1,4412,0,0,,OPEN
RO,lazarsrl,FABRICA DE CARAMIDA SC LAZAR SRL,269,RO-07-33-2009,1,,,,,,-1,-1,-1,-1,,OPEN
IT,Operator Account,Stabilimento di Porto Marghera,269,IT-A-336,7,,,,,,-1,-1,-1,-1,,OPEN
DK,Daka Ortved,Daka Bio-industries Ortved,271,TCO2-1718,20,,,,,,-1,-1,-1,-1,,OPEN
FI,Teollisuustie:FI384,Teollisuustie,271,FI-55531104,99,,,,,,-1,0,0,0,,OPEN
PT,5800-Repsol Polímeros Lda.,Área/Produção de Olefinas,273,252,20,,,,,,-1,509583,0,0,,OPEN
BE,273 B.I.G. Floorcoverings Wielsbeke,B.I.G. Floorcoverings Wielsbeke,273,VL621,20,,,,,,-1,0,0,0,,OPEN
IT,Operator Account,Cereal Docks Marghera srl,273,IT-A-341,1,,,,,,-1,-1,-1,-1,,OPEN
GB,Pilgrim (opt out) account,Pilgrim Hospital,275,UK-E-IN-11603,1,,,,,,-1,-1,-1,-1,,OPEN
IT,Operator Account,CENTRALE TERMOELETTRICA DI PORTO MARGHERA,276,IT-A-344,20,,,,,,-1,0,0,0,,OPEN
PL,ELEKTROCIEP?OWNIA,ELEKTROCIEP?OWNIA,277,PL-0469-05,20,,,,,,-1,99605,0,0,,OPEN
FR,POCHET DU COURVAL USINE DE GUIMERVILLE,Pochet du Courval Usine de Guimerville,277,5800416,31,,,,,,-1,59455,0,0,,OPEN
PL,Elektrociep?ownie ECI i ECII,ELEKTROCIEP?OWNIE ECI i ECII,279,PL-0471-05,1,,,,,,-1,3773,0,0,,27-jun-14
RO,Ceramica Jimbolia,Instalatie de fabricare blocuri ceramice,279,RO-174-2013,32,,,,,,-1,0,0,0,,OPEN
GB,Muntons Stowmarket,Muntons plc - Cedar Maltings,279,UK-E-IN-11608,1,,,,,,-1,-1,-1,-1,,26-jun-15
IT,Operator Account,Italcementi-Cementeria di Monselice,280,IT-A-349,6,,,,,,-1,0,0,0,,OPEN
PL,Instalacja Spalania Paliw,Instalacja Spalania Paliw,281,PL-0473-05,20,,,,,,-1,138667,0,0,,OPEN
ES,Cerámica Cuesta Vila S.A.,Cerámica Cuesta Vila S.A.,282,ES064908000360,32,,,,,,-1,-1,-1,-1,,OPEN
PT,6208-Unipasta Pastas Cerâmicas S.A.,Unipasta Pastas Cerâmicas S.A.,282,282,20,,,,,,-1,8606,0,0,,OPEN
ES,Cerámica de Villace S.L.,Cerámica de Villace S.L.,283,ES062408000361,32,,,,,,-1,-1,-1,-1,,OPEN
PL,Elektrociep?ownia PCC Rokita SA,Elektrociep?ownia PCC Rokita SA,283,PL-0477-05,1,,,,,,-1,64686,0,0,,OPEN
NL,Aviko B.V. vestiging Lomm,Aviko B.V. vestiging Lomm,284,NL-200400013,1,,,,,,-1,14176,0,0,,30-MAY-14
ES,Cerámica García Cuesta S.A.,Cerámica García Cuesta S.A.,284,ES064008000362,32,,,,,,-1,-1,-1,-1,,OPEN
PT,6211-AMS-BR STAR PAPER S.A.,AMS-BR STAR PAPER S.A.,285,278,36,,,,,,-1,7235,0,0,,OPEN
ES,Ceramica Hermanos Zarza S.L.,Ceramica Hermanos Zarza S.L.,285,ES060508000363,32,,,,,,-1,-1,-1,-1,,OPEN
ES,Cerámica Acústica S.L.,Cerámica Acústica S.L.,286,ES064908000364,32,,,,,,-1,-1,-1,-1,,OPEN
GB,BAE Systems Global Combat Systems Munitiaions Ltd,BAE Land Systems - Birtley,287,GB-EA-ETCO2-0482,1,,,,,,-1,-1,-1,-1,,OPEN
ES,Cerámica Isidro Lorenzo Vázquez,Cerámica Isidro Lorenzo Vázquez,287,ES064908000365,32,,,,,,-1,0,0,0,,OPEN
PL,CIEP?OWNIA MICHELIN POLSKA SA,CIEP?OWNIA MICHELIN POLSKA SA,287,PL-0481-05,20,,,,,,-1,116630,0,0,,OPEN
BE,2880 Carsid_integrated steel plant_Marcinelle,Carsid_integrated steel plant_Marcinelle,288,WAI310P147,24,,,,,,-1,0,0,0,,OPEN
ES,Cerámica Llanos S.A.,Cerámica Llanos S.A.,288,ES060908000366,32,,,,,,-1,-1,-1,-1,,OPEN
ES,Cerámica Peñafiel S.A.,Cerámica Peñafiel S.A.,289,ES064708000367,32,,,,,,-1,-1,-1,-1,,OPEN
ES,Cerámica Piña,Cerámica Piña,290,ES063408000368,32,,,,,,-1,-1,-1,-1,,OPEN
PL,ELEKTROCIEP?OWNIA,ELEKTROCIEP?OWNIA,290,PL-0485-05,20,,,,,,-1,130858,0,0,,OPEN
GB,Michelmersh Brickworks,Michelmersh Brick & Tile Works,290,UK-E-IN-11641,8,,,,,,-1,-1,-1,-1,,26-jun-15
ES,Cerámica San Antolín S.A.,Cerámica San Antolín S.A.,291,ES063408000369,32,,,,,,-1,-1,-1,-1,,OPEN
CZ,NET4GAS-k.s. Hostim,NET4GAS - kompresní stanice Hostim,291,CZ-0060-05,1,,,,,,-1,0,0,0,,OPEN
GB,Blockleys Brickworks (MBH PLC),Blockleys Brickworks,292,UK-E-IN-11642,8,,,,,,-1,-1,-1,-1,,OPEN
PT,7008-Lactogal - Produtos Alimentares S.A.,Lactogal - Unidade Fabril de Oliveira de Azeméis,292,286,20,,,,,,-1,6764,0,0,,OPEN
DK,Carlsberg A/S,Carlsberg A/S,293,TCO2-734,20,,,,,,-1,0,0,0,,OPEN
PL,ELEKTROCIEP?OWNIA I CIEP?OWNIA,ELEKTROCIEP?OWNIA I CIEP?OWNIA,293,PL-0491-05,20,,,,,,-1,8436,0,0,,OPEN
RO,sc transmir srl,SC TRANSMIR SRL,293,RO-VS-1-2011,1,,,,,,-1,-1,-1,-1,,OPEN
ES,Cerámicas Saza S.A.,Cerámicas Saza S.A.,294,ES064908000372,32,,,,,,-1,-1,-1,-1,,OPEN
PL,Kot?ownia i palniki technologiczne gazowe,Kot?ownia i palniki technologiczne gazowe,295,PL-0495-05,20,,,,,,-1,0,0,0,,30-jul-14
ES,Dalopa S.A.,Dalopa S.A.,296,ES064008000374,32,,,,,,-1,-1,-1,-1,,OPEN
GB,Five Oaks Power Station,Five Oaks Generation Plant,296,UK-E-IN-11646,1,,,,,,-1,-1,-1,-1,,OPEN
PL,Kot?ownia zak?adowa suszarka gazowa,Kot?ownia zak?adowa suszarka gazowa,296,PL-0497-05,20,,,,,,-1,4224,0,0,,OPEN
FR,CPTE LANXESS Elastomères,LANXESS Elastomères,296,5800635,20,,,,,,-1,66391,0,0,,OPEN
CZ,?EZ Energ. služby - Mohelnice,?EZ Energetické služby - en. hosp. Mohelnice,296,CZ-0394-05,1,,,,,,-1,0,0,0,,OPEN
NL,Dekker Chrysanten BV,Dekker Chrysanten BV,297,NL-200700048,1,,,,,,-1,0,0,0,,OPEN
PL,KOT?OWNIA,KOT?OWNIA,298,PL-0500-05,20,,,,,,-1,77043,0,0,,OPEN
GB,West End Nursery,West End Nurseries,298,UK-E-IN-12915,20,,,,,,-1,0,0,0,,OPEN
ES,IMPORT SUCCESS S.L.,IMPORT SUCCESS SL.,299,ES063708000378,32,,,,,,-1,-1,-1,-1,,OPEN
